"dt","WaterMeters"
2015-09-20 15:35:00,0.588093610584267
2015-09-20 15:40:00,0.586541477611043
2015-09-20 15:45:00,0.586554307278684
2015-09-20 15:50:00,0.585544268366117
2015-09-20 15:55:00,0.58462798029345
2015-09-20 16:00:00,0.58483139679093
2015-09-20 16:05:00,0.585488518387484
2015-09-20 16:10:00,0.584994122490455
2015-09-20 16:15:00,0.585518592833374
2015-09-20 16:20:00,0.586088178996974
2015-09-20 16:25:00,0.585564281222608
2015-09-20 16:30:00,0.584397422769869
2015-09-20 16:35:00,0.585849771222504
2015-09-20 16:40:00,0.586402264116877
2015-09-20 16:45:00,0.586587874504422
2015-09-20 16:50:00,0.586347336091993
2015-09-20 16:55:00,0.58658140725353
2015-09-20 17:00:00,0.58583316918667
2015-09-20 17:05:00,0.583972009877934
2015-09-20 17:10:00,0.584753292598175
2015-09-20 17:15:00,0.586638846859796
2015-09-20 17:20:00,0.587302573005607
2015-09-20 17:25:00,0.586416981665567
2015-09-20 17:30:00,0.585087181615659
2015-09-20 17:35:00,0.586281131490094
2015-09-20 17:40:00,0.586686679399819
2015-09-20 17:45:00,0.586294645173947
2015-09-20 17:50:00,0.58890449535181
2015-09-20 17:55:00,0.587824276892746
2015-09-20 18:00:00,0.587782385677244
2015-09-20 18:05:00,0.588534552992276
2015-09-20 18:10:00,0.589803188681962
2015-09-20 18:15:00,0.588925647703287
2015-09-20 18:20:00,0.588286068488253
2015-09-20 18:25:00,0.588922840427208
2015-09-20 18:30:00,0.589596746142717
2015-09-20 18:35:00,0.589310057097394
2015-09-20 18:40:00,0.589826977315694
2015-09-20 18:45:00,0.590999159932212
2015-09-20 18:50:00,0.59262528886105
2015-09-20 18:55:00,0.589317080652945
2015-09-20 19:00:00,0.588839713370379
2015-09-20 19:05:00,0.591042135474116
2015-09-20 19:10:00,0.591029018115298
2015-09-20 19:15:00,0.590316217319336
2015-09-20 19:20:00,0.590916802391121
2015-09-20 19:25:00,0.592098608287854
2015-09-20 19:30:00,0.590716294445854
2015-09-20 19:35:00,0.590559818446554
2015-09-20 19:40:00,0.590729462320268
2015-09-20 19:45:00,0.592775400515539
2015-09-20 19:50:00,0.592652172804218
2015-09-20 19:55:00,0.591782120709569
2015-09-20 20:00:00,0.589966019631421
2015-09-20 20:05:00,0.59157339979177
2015-09-20 20:10:00,0.592427891389077
2015-09-20 20:15:00,0.591356814888364
2015-09-20 20:20:00,0.589350651114265
2015-09-20 20:25:00,0.591278440141337
2015-09-20 20:30:00,0.58911459281932
2015-09-20 20:35:00,0.588715208954566
2015-09-20 20:40:00,0.590489451183968
2015-09-20 20:45:00,0.590081046469934
2015-09-20 20:50:00,0.591073267308433
2015-09-20 20:55:00,0.591188606424671
2015-09-20 21:00:00,0.592496313184797
2015-09-20 21:05:00,0.593812429774455
2015-09-20 21:10:00,0.591118414769536
2015-09-20 21:15:00,0.591467739181701
2015-09-20 21:20:00,0.592100827151839
2015-09-20 21:25:00,0.593139077233401
2015-09-20 21:30:00,0.592196061951246
2015-09-20 21:35:00,0.590749219206829
2015-09-20 21:40:00,0.591779549965335
2015-09-20 21:45:00,0.591667621103941
2015-09-20 21:50:00,0.593521808622866
2015-09-20 21:55:00,0.593602018575529
2015-09-20 22:00:00,0.591153362818329
2015-09-20 22:05:00,0.590420156985908
2015-09-20 22:10:00,0.590013142505655
2015-09-20 22:15:00,0.591976208008088
2015-09-20 22:20:00,0.592455334573527
2015-09-20 22:25:00,0.591803320641405
2015-09-20 22:30:00,0.593662241056326
2015-09-20 22:35:00,0.591525402846936
2015-09-20 22:40:00,0.590693240257799
2015-09-20 22:45:00,0.590973813813323
2015-09-20 22:50:00,0.591623041130639
2015-09-20 22:55:00,0.591711283305253
2015-09-20 23:00:00,0.588924552368044
2015-09-20 23:05:00,0.590025167555851
2015-09-20 23:10:00,0.592133428124391
2015-09-20 23:15:00,0.593762997224004
2015-09-20 23:20:00,0.591123640763624
2015-09-20 23:25:00,0.592663096109766
2015-09-20 23:30:00,0.591122937435123
2015-09-20 23:35:00,0.588656486587398
2015-09-20 23:40:00,0.590598211522701
2015-09-20 23:45:00,0.590311430834265
2015-09-20 23:50:00,0.59009122023834
2015-09-20 23:55:00,0.588419291763113
2015-09-21 00:00:00,0.588875410716171
2015-09-21 00:05:00,0.5890567620373
2015-09-21 00:10:00,0.589635522962363
2015-09-21 00:15:00,0.591956724478987
2015-09-21 00:20:00,0.591871334985775
2015-09-21 00:25:00,0.590402779650749
2015-09-21 00:30:00,0.592173361430207
2015-09-21 00:35:00,0.591285582230738
2015-09-21 00:40:00,0.589996046966081
2015-09-21 00:45:00,0.588998780774992
2015-09-21 00:50:00,0.590662140262934
2015-09-21 00:55:00,0.59059539066693
2015-09-21 01:00:00,0.590841713978951
2015-09-21 01:05:00,0.589364747191208
2015-09-21 01:10:00,0.589245238123341
2015-09-21 01:15:00,0.5900167449099
2015-09-21 01:20:00,0.589999449021212
2015-09-21 01:25:00,0.591006873811159
2015-09-21 01:30:00,0.590217427717426
2015-09-21 01:35:00,0.589416766151637
2015-09-21 01:40:00,0.590371395942961
2015-09-21 01:45:00,0.589623731851301
2015-09-21 01:50:00,0.59010926343452
2015-09-21 01:55:00,0.590098289986138
2015-09-21 02:00:00,0.591395371926428
2015-09-21 02:05:00,0.591344549876089
2015-09-21 02:10:00,0.588738140701653
2015-09-21 02:15:00,0.588557010641031
2015-09-21 02:20:00,0.591383585268069
2015-09-21 02:25:00,0.591224937788713
2015-09-21 02:30:00,0.590824978810216
2015-09-21 02:35:00,0.590887200717323
2015-09-21 02:40:00,0.590799419982141
2015-09-21 02:45:00,0.591476273755182
2015-09-21 02:50:00,0.589832714611933
2015-09-21 02:55:00,0.590127780214959
2015-09-21 03:00:00,0.590106377117034
2015-09-21 03:05:00,0.589957863944148
2015-09-21 03:10:00,0.589772040877569
2015-09-21 03:15:00,0.590540822828016
2015-09-21 03:20:00,0.59031255350382
2015-09-21 03:25:00,0.591348019306343
2015-09-21 03:30:00,0.591408651042213
2015-09-21 03:35:00,0.589586955171631
2015-09-21 03:40:00,0.58984935508226
2015-09-21 03:45:00,0.590890844125424
2015-09-21 03:50:00,0.592532115820073
2015-09-21 03:55:00,0.590517865532012
2015-09-21 04:00:00,0.591045428748762
2015-09-21 04:05:00,0.593015505204166
2015-09-21 04:10:00,0.591202422477114
2015-09-21 04:15:00,0.590961280954674
2015-09-21 04:20:00,0.593201852367957
2015-09-21 04:25:00,0.591526316872067
2015-09-21 04:30:00,0.590937294836719
2015-09-21 04:35:00,0.591301761654179
2015-09-21 04:40:00,0.59235017771177
2015-09-21 04:45:00,0.591203242057316
2015-09-21 04:50:00,0.591808970019127
2015-09-21 04:55:00,0.589477473958981
2015-09-21 05:00:00,0.591476159527248
2015-09-21 05:05:00,0.594390194113079
2015-09-21 05:10:00,0.593197424183635
2015-09-21 05:15:00,0.591964993056389
2015-09-21 05:20:00,0.590440994749213
2015-09-21 05:25:00,0.588341451568893
2015-09-21 05:30:00,0.590051583549447
2015-09-21 05:35:00,0.589206609037317
2015-09-21 05:40:00,0.590080836902037
2015-09-21 05:45:00,0.590100326051769
2015-09-21 05:50:00,0.590749593452533
2015-09-21 05:55:00,0.592093182779106
2015-09-21 06:00:00,0.593250354419239
2015-09-21 06:05:00,0.591402956713755
2015-09-21 06:10:00,0.591694083116497
2015-09-21 06:15:00,0.592598166987993
2015-09-21 06:20:00,0.59127334703181
2015-09-21 06:25:00,0.592255180468054
2015-09-21 06:30:00,0.592971512733137
2015-09-21 06:35:00,0.591027177409791
2015-09-21 06:40:00,0.593648263617294
2015-09-21 06:45:00,0.591582751564207
2015-09-21 06:50:00,0.590527148417063
2015-09-21 06:55:00,0.590718141223551
2015-09-21 07:00:00,0.593483178545826
2015-09-21 07:05:00,0.592265036600646
2015-09-21 07:10:00,0.590783693165976
2015-09-21 07:15:00,0.591624273740044
2015-09-21 07:20:00,0.593036635515842
2015-09-21 07:25:00,0.591290869220672
2015-09-21 07:30:00,0.591639125458569
2015-09-21 07:35:00,0.590975523227746
2015-09-21 07:40:00,0.5876420678141
2015-09-21 07:45:00,0.590075508831416
2015-09-21 07:50:00,0.592990585742811
2015-09-21 07:55:00,0.591536207538796
2015-09-21 08:00:00,0.591620630892821
2015-09-21 08:05:00,0.59320594867144
2015-09-21 08:10:00,0.591941068430409
2015-09-21 08:15:00,0.591216379650419
2015-09-21 08:20:00,0.592263607035709
2015-09-21 08:25:00,0.591910069681707
2015-09-21 08:30:00,0.592866455540207
2015-09-21 08:35:00,0.593215561857059
2015-09-21 08:40:00,0.59305081348896
2015-09-21 08:45:00,0.591621444794863
2015-09-21 08:50:00,0.592602355492295
2015-09-21 08:55:00,0.590758347665182
2015-09-21 09:00:00,0.591654980599904
2015-09-21 09:05:00,0.592001864257693
2015-09-21 09:10:00,0.591113915021882
2015-09-21 09:15:00,0.591585524273236
2015-09-21 09:20:00,0.591126838304254
2015-09-21 09:25:00,0.591831430902442
2015-09-21 09:30:00,0.591176458496611
2015-09-21 09:35:00,0.592766376543086
2015-09-21 09:40:00,0.592230229971408
2015-09-21 09:45:00,0.590192006436
2015-09-21 09:50:00,0.59034123235688
2015-09-21 09:55:00,0.591055042790237
2015-09-21 10:00:00,0.591701592698572
2015-09-21 10:05:00,0.590543551710118
2015-09-21 10:10:00,0.590507317036996
2015-09-21 10:15:00,0.590743791222469
2015-09-21 10:20:00,0.590758449778674
2015-09-21 10:25:00,0.590706528145809
2015-09-21 10:30:00,0.589878529389092
2015-09-21 10:35:00,0.588381177261007
2015-09-21 10:40:00,0.590084509344295
2015-09-21 10:45:00,0.587732878526419
2015-09-21 10:50:00,0.588346646900002
2015-09-21 10:55:00,0.591105554245281
2015-09-21 11:00:00,0.593424422073126
2015-09-21 11:05:00,0.592772510897548
2015-09-21 11:10:00,0.590086768683422
2015-09-21 11:15:00,0.592090861556512
2015-09-21 11:20:00,0.591783837256092
2015-09-21 11:25:00,0.591054620715805
2015-09-21 11:30:00,0.591241944676329
2015-09-21 11:35:00,0.588868977195828
2015-09-21 11:40:00,0.589398343544805
2015-09-21 11:45:00,0.589466410965197
2015-09-21 11:50:00,0.588206419190272
2015-09-21 11:55:00,0.588267260561022
2015-09-21 12:00:00,0.589397840486438
2015-09-21 12:05:00,0.589460610641408
2015-09-21 12:10:00,0.586788415335246
2015-09-21 12:15:00,0.589809531482823
2015-09-21 12:20:00,0.590909849807843
2015-09-21 12:25:00,0.591806031541599
2015-09-21 12:30:00,0.589570777942299
2015-09-21 12:35:00,0.590380326942706
2015-09-21 12:40:00,0.590232483194185
2015-09-21 12:45:00,0.589534249514683
2015-09-21 12:50:00,0.590508438048647
2015-09-21 12:55:00,0.58997157845266
2015-09-21 13:00:00,0.591092174399683
2015-09-21 13:05:00,0.590655868931802
2015-09-21 13:10:00,0.589892413084086
2015-09-21 13:15:00,0.589313058165572
2015-09-21 13:20:00,0.589764499496692
2015-09-21 13:25:00,0.590208520150459
2015-09-21 13:30:00,0.587908675160085
2015-09-21 13:35:00,0.588448529489411
2015-09-21 13:40:00,0.588686818197546
2015-09-21 13:45:00,0.589246001126934
2015-09-21 13:50:00,0.590178152096796
2015-09-21 13:55:00,0.588529255625298
2015-09-21 14:00:00,0.589060160070541
2015-09-21 14:05:00,0.588344163798437
2015-09-21 14:10:00,0.58987242880117
2015-09-21 14:15:00,0.589266218534063
2015-09-21 14:20:00,0.588733751325551
2015-09-21 14:25:00,0.587709000052266
2015-09-21 14:30:00,0.588751086170873
2015-09-21 14:35:00,0.590233062589185
2015-09-21 14:40:00,0.59008490367075
2015-09-21 14:45:00,0.589662036319808
2015-09-21 14:50:00,0.590284806325292
2015-09-21 14:55:00,0.589378679274927
2015-09-21 15:00:00,0.590012558257855
2015-09-21 15:05:00,0.591060275273669
2015-09-21 15:10:00,0.589906510875821
2015-09-21 15:15:00,0.58866930681662
2015-09-21 15:20:00,0.590442734087102
2015-09-21 15:25:00,0.588710886226153
2015-09-21 15:30:00,0.589101716448069
2015-09-21 15:35:00,0.590110135157357
2015-09-21 15:40:00,0.590584791483044
2015-09-21 15:45:00,0.592121924740102
2015-09-21 15:50:00,0.59217241606287
2015-09-21 15:55:00,0.592219809133775
2015-09-21 16:00:00,0.592943474997584
2015-09-21 16:05:00,0.591805406874627
2015-09-21 16:10:00,0.59339135872835
2015-09-21 16:15:00,0.594367149204694
2015-09-21 16:20:00,0.591603643929585
2015-09-21 16:25:00,0.593674480663472
2015-09-21 16:30:00,0.595345174298026
2015-09-21 16:35:00,0.594259277360613
2015-09-21 16:40:00,0.593152554361969
2015-09-21 16:45:00,0.593213117993812
2015-09-21 16:50:00,0.592858481672943
2015-09-21 16:55:00,0.592484273100528
2015-09-21 17:00:00,0.593497611845788
2015-09-21 17:05:00,0.591500979711708
2015-09-21 17:10:00,0.5915520895034
2015-09-21 17:15:00,0.593944179043771
2015-09-21 17:20:00,0.592222081577863
2015-09-21 17:25:00,0.591777167967247
2015-09-21 17:30:00,0.592839350365628
2015-09-21 17:35:00,0.593068199573487
2015-09-21 17:40:00,0.592616783243902
2015-09-21 17:45:00,0.592785639272828
2015-09-21 17:50:00,0.594474580219202
2015-09-21 17:55:00,0.593160787496827
2015-09-21 18:00:00,0.592140482298744
2015-09-21 18:05:00,0.590768159247361
2015-09-21 18:10:00,0.591173132218566
2015-09-21 18:15:00,0.591064183786882
2015-09-21 18:20:00,0.592532168454433
2015-09-21 18:25:00,0.589718566529369
2015-09-21 18:30:00,0.590476084899518
2015-09-21 18:35:00,0.592108861592036
2015-09-21 18:40:00,0.592695162688238
2015-09-21 18:45:00,0.591314659905457
2015-09-21 18:50:00,0.593010106322634
2015-09-21 18:55:00,0.591962581228808
2015-09-21 19:00:00,0.592004282007111
2015-09-21 19:05:00,0.594212082357782
2015-09-21 19:10:00,0.592736851855062
2015-09-21 19:15:00,0.593343134338931
2015-09-21 19:20:00,0.589799364848837
2015-09-21 19:25:00,0.590027575884512
2015-09-21 19:30:00,0.589677393271592
2015-09-21 19:35:00,0.591019925877113
2015-09-21 19:40:00,0.590251453108048
2015-09-21 19:45:00,0.591918034928958
2015-09-21 19:50:00,0.592494538904786
2015-09-21 19:55:00,0.592528901758342
2015-09-21 20:00:00,0.592008133459988
2015-09-21 20:05:00,0.591922569759624
2015-09-21 20:10:00,0.591248803377872
2015-09-21 20:15:00,0.591122903349338
2015-09-21 20:20:00,0.591954061202978
2015-09-21 20:25:00,0.592718769407772
2015-09-21 20:30:00,0.593059361075419
2015-09-21 20:35:00,0.593479667567606
2015-09-21 20:40:00,0.5937896728063
2015-09-21 20:45:00,0.591573374855081
2015-09-21 20:50:00,0.592642910483213
2015-09-21 20:55:00,0.593613085157257
2015-09-21 21:00:00,0.593768053984144
2015-09-21 21:05:00,0.593219840373703
2015-09-21 21:10:00,0.593176771834968
2015-09-21 21:15:00,0.591268997670292
2015-09-21 21:20:00,0.591792753010931
2015-09-21 21:25:00,0.592413562820943
2015-09-21 21:30:00,0.593118696270229
2015-09-21 21:35:00,0.592553905088962
2015-09-21 21:40:00,0.591809805009648
2015-09-21 21:45:00,0.59271776255446
2015-09-21 21:50:00,0.592347915099797
2015-09-21 21:55:00,0.592995898682456
2015-09-21 22:00:00,0.592915372168338
2015-09-21 22:05:00,0.592348959612321
2015-09-21 22:10:00,0.594972145464945
2015-09-21 22:15:00,0.594281716705777
2015-09-21 22:20:00,0.594088026876918
2015-09-21 22:25:00,0.595730107525719
2015-09-21 22:30:00,0.595610558016309
2015-09-21 22:35:00,0.596730299392555
2015-09-21 22:40:00,0.59596065210506
2015-09-21 22:45:00,0.594945638748008
2015-09-21 22:50:00,0.597080758928032
2015-09-21 22:55:00,0.596873493429059
2015-09-21 23:00:00,0.597506922404939
2015-09-21 23:05:00,0.595622020713505
2015-09-21 23:10:00,0.596233145745541
2015-09-21 23:15:00,0.596532742061004
2015-09-21 23:20:00,0.595267969832445
2015-09-21 23:25:00,0.594976018342691
2015-09-21 23:30:00,0.594232964329262
2015-09-21 23:35:00,0.596920935347859
2015-09-21 23:40:00,0.596165369795944
2015-09-21 23:45:00,0.596132006639547
2015-09-21 23:50:00,0.596008856695472
2015-09-21 23:55:00,0.594461641558206
2015-09-22 00:00:00,0.596998855975423
2015-09-22 00:05:00,0.596644115175844
2015-09-22 00:10:00,0.597372323317467
2015-09-22 00:15:00,0.596505864662152
2015-09-22 00:20:00,0.597661945350283
2015-09-22 00:25:00,0.596982924814418
2015-09-22 00:30:00,0.599451243690603
2015-09-22 00:35:00,0.599048121276845
2015-09-22 00:40:00,0.596449470848575
2015-09-22 00:45:00,0.596716395184544
2015-09-22 00:50:00,0.596821333996321
2015-09-22 00:55:00,0.598023568614331
2015-09-22 01:00:00,0.599229078548512
2015-09-22 01:05:00,0.597293198833875
2015-09-22 01:10:00,0.598203019980606
2015-09-22 01:15:00,0.59818991261673
2015-09-22 01:20:00,0.598956137284224
2015-09-22 01:25:00,0.599009561201405
2015-09-22 01:30:00,0.596807937804311
2015-09-22 01:35:00,0.597066821524387
2015-09-22 01:40:00,0.597310743745087
2015-09-22 01:45:00,0.597043139572473
2015-09-22 01:50:00,0.598281113992729
2015-09-22 01:55:00,0.598345374445461
2015-09-22 02:00:00,0.598095979099837
2015-09-22 02:05:00,0.597322466332497
2015-09-22 02:10:00,0.597007182802426
2015-09-22 02:15:00,0.597924046039011
2015-09-22 02:20:00,0.598068021047256
2015-09-22 02:25:00,0.597856044158469
2015-09-22 02:30:00,0.597684520047345
2015-09-22 02:35:00,0.596476239355392
2015-09-22 02:40:00,0.596313108091537
2015-09-22 02:45:00,0.593206159788113
2015-09-22 02:50:00,0.595368171029715
2015-09-22 02:55:00,0.594570135456114
2015-09-22 03:00:00,0.594242694156135
2015-09-22 03:05:00,0.5958754799662
2015-09-22 03:10:00,0.595883501761474
2015-09-22 03:15:00,0.596536298898311
2015-09-22 03:20:00,0.597680852561364
2015-09-22 03:25:00,0.598645283694627
2015-09-22 03:30:00,0.599039432932111
2015-09-22 03:35:00,0.596794271474081
2015-09-22 03:40:00,0.598184934826518
2015-09-22 03:45:00,0.596968339514074
2015-09-22 03:50:00,0.598291851647509
2015-09-22 03:55:00,0.598796001845142
2015-09-22 04:00:00,0.598726506809321
2015-09-22 04:05:00,0.596660502307361
2015-09-22 04:10:00,0.596287779175757
2015-09-22 04:15:00,0.597200036227352
2015-09-22 04:20:00,0.596163654009742
2015-09-22 04:25:00,0.59578180167273
2015-09-22 04:30:00,0.596892363381129
2015-09-22 04:35:00,0.598264959575194
2015-09-22 04:40:00,0.599204966174251
2015-09-22 04:45:00,0.596866944853547
2015-09-22 04:50:00,0.596894358282284
2015-09-22 04:55:00,0.599428689559988
2015-09-22 05:00:00,0.598111167122736
2015-09-22 05:05:00,0.596497978174178
2015-09-22 05:10:00,0.594845975566666
2015-09-22 05:15:00,0.590687292579337
2015-09-22 05:20:00,0.595719021597425
2015-09-22 05:25:00,0.597193292892946
2015-09-22 05:30:00,0.59611663818851
2015-09-22 05:35:00,0.596723957637098
2015-09-22 05:40:00,0.596448776034235
2015-09-22 05:45:00,0.596220808346401
2015-09-22 05:50:00,0.598003734527462
2015-09-22 05:55:00,0.597293413467918
2015-09-22 06:00:00,0.596604187415553
2015-09-22 06:05:00,0.596873317614421
2015-09-22 06:10:00,0.597735619955547
2015-09-22 06:15:00,0.596790082580658
2015-09-22 06:20:00,0.597765347082247
2015-09-22 06:25:00,0.595844507545105
2015-09-22 06:30:00,0.596313897103503
2015-09-22 06:35:00,0.596653466600331
2015-09-22 06:40:00,0.598538861950356
2015-09-22 06:45:00,0.598147551001684
2015-09-22 06:50:00,0.597212121012509
2015-09-22 06:55:00,0.596994416389066
2015-09-22 07:00:00,0.598829329080649
2015-09-22 07:05:00,0.598580391908269
2015-09-22 07:10:00,0.594896029847285
2015-09-22 07:15:00,0.597326425391621
2015-09-22 07:20:00,0.596698853276863
2015-09-22 07:25:00,0.594991333610385
2015-09-22 07:30:00,0.598537440730269
2015-09-22 07:35:00,0.596258149399457
2015-09-22 07:40:00,0.595098451953795
2015-09-22 07:45:00,0.595234109198825
2015-09-22 07:50:00,0.595787813001952
2015-09-22 07:55:00,0.594140246785609
2015-09-22 08:00:00,0.595186392264375
2015-09-22 08:05:00,0.596174278620383
2015-09-22 08:10:00,0.59443136575289
2015-09-22 08:15:00,0.594905297678821
2015-09-22 08:20:00,0.597349334652444
2015-09-22 08:25:00,0.594309194187413
2015-09-22 08:30:00,0.594388665653733
2015-09-22 08:35:00,0.59452909949926
2015-09-22 08:40:00,0.595047235606585
2015-09-22 08:45:00,0.596741942371854
2015-09-22 08:50:00,0.59655245323933
2015-09-22 08:55:00,0.595642994844099
2015-09-22 09:00:00,0.596320029142926
2015-09-22 09:05:00,0.595722855457225
2015-09-22 09:10:00,0.595363237455707
2015-09-22 09:15:00,0.5960764529569
2015-09-22 09:20:00,0.595190835325685
2015-09-22 09:25:00,0.595471011054693
2015-09-22 09:30:00,0.595824390965595
2015-09-22 09:35:00,0.59694932748742
2015-09-22 09:40:00,0.595889141536838
2015-09-22 09:45:00,0.595529451365944
2015-09-22 09:50:00,0.595777909452077
2015-09-22 09:55:00,0.594340583845756
2015-09-22 10:00:00,0.596914797150842
2015-09-22 10:05:00,0.595829568859936
2015-09-22 10:10:00,0.596266715060468
2015-09-22 10:15:00,0.595345641506825
2015-09-22 10:20:00,0.595562687899108
2015-09-22 10:25:00,0.596658951850331
2015-09-22 10:30:00,0.594844679417725
2015-09-22 10:35:00,0.594132571848366
2015-09-22 10:40:00,0.593910426942523
2015-09-22 10:45:00,0.59613806933962
2015-09-22 10:50:00,0.595248266784326
2015-09-22 10:55:00,0.594438452223879
2015-09-22 11:00:00,0.595707231278947
2015-09-22 11:05:00,0.596131506672911
2015-09-22 11:10:00,0.59459872873767
2015-09-22 11:15:00,0.594384648959098
2015-09-22 11:20:00,0.594052281514676
2015-09-22 11:25:00,0.594689604661804
2015-09-22 11:30:00,0.595877356063017
2015-09-22 11:35:00,0.594793381932696
2015-09-22 11:40:00,0.594736805101912
2015-09-22 11:45:00,0.595201673468593
2015-09-22 11:50:00,0.593945500326036
2015-09-22 11:55:00,0.594340565660744
2015-09-22 12:00:00,0.594207133843755
2015-09-22 12:05:00,0.597312052987358
2015-09-22 12:10:00,0.595484589546653
2015-09-22 12:15:00,0.594888413563473
2015-09-22 12:20:00,0.593423545706789
2015-09-22 12:25:00,0.594428998473858
2015-09-22 12:30:00,0.59594610602254
2015-09-22 12:35:00,0.596011079440218
2015-09-22 12:40:00,0.592439543069477
2015-09-22 12:45:00,0.593519130662694
2015-09-22 12:50:00,0.594478536217733
2015-09-22 12:55:00,0.595150324399955
2015-09-22 13:00:00,0.594340236988494
2015-09-22 13:05:00,0.59418606159976
2015-09-22 13:10:00,0.593385038828954
2015-09-22 13:15:00,0.5951514206865
2015-09-22 13:20:00,0.595337382790607
2015-09-22 13:25:00,0.593836398827552
2015-09-22 13:30:00,0.595442524881684
2015-09-22 13:35:00,0.594471873591775
2015-09-22 13:40:00,0.59537330401637
2015-09-22 13:45:00,0.59518778627883
2015-09-22 13:50:00,0.594404801591216
2015-09-22 13:55:00,0.594345979546191
2015-09-22 14:00:00,0.595339445104631
2015-09-22 14:05:00,0.595584901905534
2015-09-22 14:10:00,0.594714911519056
2015-09-22 14:15:00,0.594022281674094
2015-09-22 14:20:00,0.59421299889899
2015-09-22 14:25:00,0.596723790775757
2015-09-22 14:30:00,0.594866600042632
2015-09-22 14:35:00,0.594729712105793
2015-09-22 14:40:00,0.596742342040301
2015-09-22 14:45:00,0.596085255561153
2015-09-22 14:50:00,0.595871575764136
2015-09-22 14:55:00,0.594802285473692
2015-09-22 15:00:00,0.594797469969261
2015-09-22 15:05:00,0.594660298824767
2015-09-22 15:10:00,0.595975603068635
2015-09-22 15:15:00,0.596457502916788
2015-09-22 15:20:00,0.594869006089993
2015-09-22 15:25:00,0.595836949198583
2015-09-22 15:30:00,0.595090470083198
2015-09-22 15:35:00,0.59551235043983
2015-09-22 15:40:00,0.589626990240149
2015-09-22 15:45:00,0.588815708995002
2015-09-22 15:50:00,0.590008222972996
2015-09-22 15:55:00,0.588616284727261
2015-09-22 16:00:00,0.589920720816451
2015-09-22 16:05:00,0.591876592204045
2015-09-22 16:10:00,0.591205570139263
2015-09-22 16:15:00,0.591451582763268
2015-09-22 16:20:00,0.58937635903864
2015-09-22 16:25:00,0.590285656702591
2015-09-22 16:30:00,0.59180281618041
2015-09-22 16:35:00,0.590926634946122
2015-09-22 16:40:00,0.590837748144949
2015-09-22 16:45:00,0.590337046007104
2015-09-22 16:50:00,0.592509989274398
2015-09-22 16:55:00,0.592628780156597
2015-09-22 17:00:00,0.591210716197935
2015-09-22 17:05:00,0.591098160150339
2015-09-22 17:10:00,0.591185984041864
2015-09-22 17:15:00,0.591588637952781
2015-09-22 17:20:00,0.592750788564447
2015-09-22 17:25:00,0.593211664876583
2015-09-22 17:30:00,0.591663216881583
2015-09-22 17:35:00,0.592025323241741
2015-09-22 17:40:00,0.591341854031015
2015-09-22 17:45:00,0.591347140958039
2015-09-22 17:50:00,0.594395108110653
2015-09-22 17:55:00,0.592916745365982
2015-09-22 18:00:00,0.594143113218874
2015-09-22 18:05:00,0.593657048483364
2015-09-22 18:10:00,0.591977975718161
2015-09-22 18:15:00,0.594132157441937
2015-09-22 18:20:00,0.593796297638129
2015-09-22 18:25:00,0.592251206830365
2015-09-22 18:30:00,0.593006998222288
2015-09-22 18:35:00,0.592832224780739
2015-09-22 18:40:00,0.594966122086393
2015-09-22 18:45:00,0.595074709158888
2015-09-22 18:50:00,0.591977309683149
2015-09-22 18:55:00,0.593003058730304
2015-09-22 19:00:00,0.593327534532014
2015-09-22 19:05:00,0.594674646935891
2015-09-22 19:10:00,0.594413447292968
2015-09-22 19:15:00,0.594297072572445
2015-09-22 19:20:00,0.595706423597857
2015-09-22 19:25:00,0.593426960456594
2015-09-22 19:30:00,0.59377671417054
2015-09-22 19:35:00,0.594575904813845
2015-09-22 19:40:00,0.595141283429996
2015-09-22 19:45:00,0.594570092765216
2015-09-22 19:50:00,0.594352655414743
2015-09-22 19:55:00,0.596637828937101
2015-09-22 20:00:00,0.59472889072761
2015-09-22 20:05:00,0.596094056169087
2015-09-22 20:10:00,0.594892919437213
2015-09-22 20:15:00,0.594604017999656
2015-09-22 20:20:00,0.593598150261619
2015-09-22 20:25:00,0.59452111363004
2015-09-22 20:30:00,0.597568839684688
2015-09-22 20:35:00,0.595132207688701
2015-09-22 20:40:00,0.595243040485713
2015-09-22 20:45:00,0.59483146947162
2015-09-22 20:50:00,0.596152918669969
2015-09-22 20:55:00,0.594520534156576
2015-09-22 21:00:00,0.592382871178654
2015-09-22 21:05:00,0.59346060604001
2015-09-22 21:10:00,0.594074476225038
2015-09-22 21:15:00,0.59390231491765
2015-09-22 21:20:00,0.595039515991433
2015-09-22 21:25:00,0.597293482228887
2015-09-22 21:30:00,0.595008333296278
2015-09-22 21:35:00,0.595934600280917
2015-09-22 21:40:00,0.595917996500111
2015-09-22 21:45:00,0.595262324590195
2015-09-22 21:50:00,0.598179381666864
2015-09-22 21:55:00,0.596797608961475
2015-09-22 22:00:00,0.594026262157022
2015-09-22 22:05:00,0.596426810686273
2015-09-22 22:10:00,0.596341506814154
2015-09-22 22:15:00,0.594773067282677
2015-09-22 22:20:00,0.593730272793426
2015-09-22 22:25:00,0.594383105026283
2015-09-22 22:30:00,0.595190011086121
2015-09-22 22:35:00,0.593910294757211
2015-09-22 22:40:00,0.595280051630386
2015-09-22 22:45:00,0.596262395518253
2015-09-22 22:50:00,0.59395020239219
2015-09-22 22:55:00,0.595390765238569
2015-09-22 23:00:00,0.593607600260537
